97,81,10,46,83,17,85,9,31,43,35,45,28,1,20,18,8,12,58,73,64,89,7,80,15,71,25,32,24,96,66,77,63,59,62,67,41,55,4,34,33,82,49,91,61,26,27,57,70,44,60,65,22,5,13,54,88,39,87,40,3,56,14,2,52,72,90,23,92,95,50,51,11,21,42,16,53,37,74,98,29,84,78,30,76,99,38,48,75,69,36,100,79,68,47,19,6,93,94,86
17,9,97,10,46,85,35,81,45,18,28,83,31,12,43,8,64,1,80,89,58,59,32,41,25,73,7,15,22,62,67,66,63,71,20,96,34,4,82,65,60,77,91,55,39,57,26,24,44,61,5,27,70,49,33,2,13,88,14,3,23,54,40,56,92,11,87,95,53,52,72,98,50,42,90,74,51,37,21,84,36,29,99,16,76,78,93,6,38,30,79,47,48,100,68,75,19,86,69,94
97,10,17,9,46,85,35,83,18,28,45,31,64,43,81,1,12,8,73,89,15,80,58,66,25,41,22,32,7,59,20,71,77,4,82,34,62,96,63,26,65,91,67,55,44,61,2,70,33,39,60,24,27,57,5,54,52,40,13,23,88,11,14,56,53,87,90,72,3,49,50,42,95,21,92,74,51,98,29,84,76,36,78,37,16,99,48,47,79,68,38,30,100,6,93,75,69,19,86,94
97,10,17,9,46,35,83,28,43,31,12,18,45,85,81,73,1,8,58,89,4,64,80,32,25,22,66,41,7,71,20,59,82,77,67,15,65,34,63,96,62,55,26,44,91,70,39,33,61,49,60,57,2,54,27,24,13,52,5,40,23,88,14,56,11,72,87,90,50,3,53,92,42,74,95,21,98,84,51,16,29,38,76,36,78,99,37,48,6,30,47,75,100,79,69,93,68,19,86,94
17,10,97,81,49,9,46,35,83,31,45,43,58,85,28,89,18,80,1,15,73,8,32,22,25,7,12,34,63,64,71,66,59,67,20,96,55,4,41,65,77,62,44,61,60,70,26,82,91,13,57,39,27,5,33,24,54,14,56,11,87,90,88,2,3,52,23,92,53,40,72,42,95,21,98,50,84,16,51,29,38,76,36,74,37,78,30,99,6,48,100,75,68,47,93,19,69,79,86,94
97,10,9,46,17,83,81,85,31,35,43,28,45,12,73,8,18,64,1,58,89,41,32,71,7,80,25,15,59,20,22,62,82,66,67,96,63,77,34,4,55,33,91,26,60,2,57,65,24,49,70,44,39,61,5,27,54,13,88,40,3,23,56,14,52,72,92,11,95,87,50,74,53,90,51,42,21,98,16,84,29,37,78,36,99,76,38,48,30,6,79,75,93,69,47,100,68,19,86,94
97,10,17,83,46,43,9,31,35,81,45,85,12,28,73,1,58,18,89,64,71,80,8,15,20,66,22,25,32,7,77,59,96,41,34,62,82,63,4,26,67,55,65,49,91,44,2,61,70,39,33,60,54,27,13,24,5,52,57,88,40,90,23,11,72,14,87,56,3,53,21,50,42,95,92,74,29,51,16,84,98,37,76,36,38,78,69,30,47,48,99,68,75,100,79,93,19,6,86,94
97,10,17,46,83,85,81,9,43,35,1,45,31,64,18,8,80,89,28,58,12,20,66,73,25,15,59,71,22,7,96,62,41,34,77,32,4,63,65,61,91,82,26,55,5,67,39,24,2,44,60,27,70,33,49,13,88,57,54,40,52,23,87,90,3,11,14,56,53,72,95,42,50,21,92,37,74,98,29,51,36,76,47,84,68,78,16,100,99,69,38,93,19,48,30,6,86,75,79,94
9,17,97,46,10,35,41,83,81,12,28,45,31,43,8,85,18,64,1,73,58,59,32,89,80,25,7,62,15,67,22,20,82,66,71,63,96,65,13,77,34,39,91,60,24,57,2,26,55,44,61,5,70,33,4,27,49,88,54,3,40,23,14,56,11,92,52,95,87,72,50,53,74,98,42,90,51,36,37,84,29,16,21,99,93,6,38,78,76,48,30,79,47,75,100,68,69,19,86,94
17,10,97,9,46,43,83,35,31,81,45,12,85,58,28,73,1,89,18,64,8,80,32,25,59,71,22,15,41,2,7,66,62,63,34,96,67,49,82,65,77,4,60,55,39,44,26,91,20,61,5,70,14,13,57,54,33,88,27,3,11,24,23,40,52,56,87,90,72,92,53,95,50,42,21,98,74,36,16,29,84,51,37,76,38,93,99,30,78,6,47,48,68,75,69,79,100,19,86,94
